"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"Kansas"	"20"	702	2783785	25.2
	"2007"	"2007"	"Kentucky"	"21"	1091	4256672	25.6
	"2007"	"2007"	"Louisiana"	"22"	1437	4375581	32.8
	"2007"	"2007"	"Maine"	"23"	355	1327040	26.8
	"2007"	"2007"	"Maryland"	"24"	1301	5653408	23.0
	"2007"	"2007"	"Massachusetts"	"25"	1222	6431559	19.0
	"2007"	"2007"	"Michigan"	"26"	2826	10001284	28.3
	"2007"	"2007"	"Minnesota"	"27"	1084	5207203	20.8
	"2007"	"2007"	"Mississippi"	"28"	654	2928350	22.3
	"2007"	"2007"	"Missouri"	"29"	1444	5887612	24.5
	"2007"	"2007"	"Montana"	"30"	258	964706	26.7
	"2007"	"2007"	"Nebraska"	"31"	472	1783440	26.5
	"2007"	"2007"	"Nevada"	"32"	312	2601072	12.0
	"2007"	"2007"	"New Hampshire"	"33"	280	1312540	21.3
	"2007"	"2007"	"New Jersey"	"34"	2329	8677885	26.8
	"2007"	"2007"	"New Mexico"	"35"	673	1990070	33.8
	"2007"	"2007"	"New York"	"36"	3715	19132335	19.4
	"2007"	"2007"	"North Carolina"	"37"	2156	9118037	23.6
	"2007"	"2007"	"North Dakota"	"38"	226	652822	34.6
	"2007"	"2007"	"Ohio"	"39"	3722	11500468	32.4
	"2007"	"2007"	"Oklahoma"	"40"	1148	3634349	31.6
	"2007"	"2007"	"Oregon"	"41"	1113	3722417	29.9
	"2007"	"2007"	"Pennsylvania"	"42"	3442	12563937	27.4
	"2007"	"2007"	"Rhode Island"	"44"	248	1057315	23.5
	"2007"	"2007"	"South Carolina"	"45"	1231	4444110	27.7
	"2007"	"2007"	"South Dakota"	"46"	247	791623	31.2
	"2007"	"2007"	"Tennessee"	"47"	1700	6175727	27.5
	"2007"	"2007"	"Texas"	"48"	5109	23831983	21.4
	"2007"	"2007"	"Utah"	"49"	548	2597746	21.1
	"2007"	"2007"	"Vermont"	"50"	170	623481	27.3
	"2007"	"2007"	"Virginia"	"51"	1507	7751000	19.4
	"2007"	"2007"	"Washington"	"53"	1508	6461587	23.3
	"2007"	"2007"	"West Virginia"	"54"	800	1834052	43.6
	"2007"	"2007"	"Wisconsin"	"55"	1136	5610775	20.2
	"2007"	"2007"	"Wyoming"	"56"	139	534876	26.0
	"2008"	"2008"	"Alabama"	"01"	1386	4718206	29.4
	"2008"	"2008"	"Alaska"	"02"	93	687455	13.5
	"2008"	"2008"	"Arizona"	"04"	1173	6280362	18.7
	"2008"	"2008"	"Arkansas"	"05"	901	2874554	31.3
	"2008"	"2008"	"California"	"06"	7375	36604337	20.1
	"2008"	"2008"	"Colorado"	"08"	767	4889730	15.7
	"2008"	"2008"	"Connecticut"	"09"	624	3545579	17.6
	"2008"	"2008"	"Delaware"	"10"	217	883874	24.6
	"2008"	"2008"	"District of Columbia"	"11"	156	580236	26.9
	"2008"	"2008"	"Florida"	"12"	5161	18527305	27.9
	"2008"	"2008"	"Georgia"	"13"	1496	9504843	15.7
	"2008"	"2008"	"Hawaii"	"15"	286	1332213	21.5
	"2008"	"2008"	"Idaho"	"16"	356	1534320	23.2
	"2008"	"2008"	"Illinois"	"17"	2846	12747038	22.3
	"2008"	"2008"	"Indiana"	"18"	1683	6424806	26.2
	"2008"	"2008"	"Iowa"	"19"	764	3016734	25.3
	"2008"	"2008"	"Kansas"	"20"	706	2808076	25.1
	"2008"	"2008"	"Kentucky"	"21"	1214	4289878	28.3
	"2008"	"2008"	"Louisiana"	"22"	1332	4435586	30.0
	"2008"	"2008"	"Maine"	"23"	344	1330509	25.9
	"2008"	"2008"	"Maryland"	"24"	1239	5684965	21.8
	"2008"	"2008"	"Massachusetts"	"25"	1079	6468967	16.7
	"2008"	"2008"	"Michigan"	"26"	2752	9946889	27.7
	"2008"	"2008"	"Minnesota"	"27"	1087	5247018	20.7
	"2008"	"2008"	"Mississippi"	"28"	758	2947806	25.7
	"2008"	"2008"	"Missouri"	"29"	1348	5923916	22.8
	"2008"	"2008"	"Montana"	"30"	254	976415	26.0
	"2008"	"2008"	"Nebraska"	"31"	470	1796378	26.2
	"2008"	"2008"	"Nevada"	"32"	373	2653630	14.1
	"2008"	"2008"	"New Hampshire"	"33"	297	1315906	22.6
	"2008"	"2008"	"New Jersey"	"34"	2242	8711090	25.7
	"2008"	"2008"	"New Mexico"	"35"	582	2010662	28.9
	"2008"	"2008"	"New York"	"36"	3605	19212436	18.8
	"2008"	"2008"	"North Carolina"	"37"	2170	9309449	23.3
	"2008"	"2008"	"North Dakota"	"38"	201	657569	30.6
	"2008"	"2008"	"Ohio"	"39"	3565	11515391	31.0
	"2008"	"2008"	"Oklahoma"	"40"	1103	3668976	30.1
	"2008"	"2008"	"Oregon"	"41"	1025	3768748	27.2
	"2008"	"2008"	"Pennsylvania"	"42"	3313	12612285	26.3
	"2008"	"2008"	"Rhode Island"	"44"	195	1055003	18.5
	"2008"	"2008"	"South Carolina"	"45"	1133	4528996	25.0
	"2008"	"2008"	"South Dakota"	"46"	216	799124	27.0
	"2008"	"2008"	"Tennessee"	"47"	1733	6247411	27.7
	"2008"	"2008"	"Texas"	"48"	5155	24309039	21.2
	"2008"	"2008"	"Utah"	"49"	468	2663029	17.6
	"2008"	"2008"	"Vermont"	"50"	151	624151	24.2
	"2008"	"2008"	"Virginia"	"51"	1534	7833496	19.6
	"2008"	"2008"	"Washington"	"53"	1590	6562231	24.2
	"2008"	"2008"	"West Virginia"	"54"	753	1840310	40.9
	"2008"	"2008"	"Wisconsin"	"55"	1152	5640996	20.4
	"2008"	"2008"	"Wyoming"	"56"	130	546043	23.8
	"2009"	"2009"	"Alabama"	"01"	1259	4757938	26.5
	"2009"	"2009"	"Alaska"	"02"	84	698895	12.0
	"2009"	"2009"	"Arizona"	"04"	1083	6343154	17.1
	"2009"	"2009"	"Arkansas"	"05"	890	2896843	30.7
	"2009"	"2009"	"California"	"06"	6979	36961229	18.9
	"2009"	"2009"	"Colorado"	"08"	779	4972195	15.7
	"2009"	"2009"	"Connecticut"	"09"	624	3561807	17.5
	"2009"	"2009"	"Delaware"	"10"	206	891730	23.1
	"2009"	"2009"	"District of Columbia"	"11"	129	592228	21.8
	"2009"	"2009"	"Florida"	"12"	4901	18652644	26.3
	"2009"	"2009"	"Georgia"	"13"	1582	9620846	16.4
	"2009"	"2009"	"Hawaii"	"15"	308	1346717	22.9
	"2009"	"2009"	"Idaho"	"16"	372	1554439	23.9
	"2009"	"2009"	"Illinois"	"17"	2741	12796778	21.4
	"2009"	"2009"	"Indiana"	"18"	1646	6459325	25.5
	"2009"	"2009"	"Iowa"	"19"	702	3032870	23.1
	"2009"	"2009"	"Kansas"	"20"	635	2832704	22.4
	"2009"	"2009"	"Kentucky"	"21"	1348	4317074	31.2
	"2009"	"2009"	"Louisiana"	"22"	1249	4491648	27.8
	"2009"	"2009"	"Maine"	"23"	350	1329590	26.3
	"2009"	"2009"	"Maryland"	"24"	1207	5730388	21.1
	"2009"	"2009"	"Massachusetts"	"25"	1007	6517613	15.5
	"2009"	"2009"	"Michigan"	"26"	2705	9901591	27.3
	"2009"	"2009"	"Minnesota"	"27"	1021	5281203	19.3
	"2009"	"2009"	"Mississippi"	"28"	900	2958774	30.4
	"2009"	"2009"	"Missouri"	"29"	1335	5961088	22.4
	"2009"	"2009"	"Montana"	"30"	228	983982	23.2
	"2009"	"2009"	"Nebraska"	"31"	445	1812683	24.5
	"2009"	"2009"	"Nevada"	"32"	377	2684665	14.0
	"2009"	"2009"	"New Hampshire"	"33"	276	1316102	21.0
	"2009"	"2009"	"New Jersey"	"34"	1959	8755602	22.4
	"2009"	"2009"	"New Mexico"	"35"	597	2036802	29.3
	"2009"	"2009"	"New York"	"36"	3723	19307066	19.3
	"2009"	"2009"	"North Carolina"	"37"	2114	9449566	22.4
	"2009"	"2009"	"North Dakota"	"38"	214	664968	32.2
	"2009"	"2009"	"Ohio"	"39"	3401	11528896	29.5
	"2009"	"2009"	"Oklahoma"	"40"	1146	3717572	30.8
	"2009"	"2009"	"Oregon"	"41"	1073	3808600	28.2
	"2009"	"2009"	"Pennsylvania"	"42"	3254	12666858	25.7
	"2009"	"2009"	"Rhode Island"	"44"	213	1053646	20.2
	"2009"	"2009"	"South Carolina"	"45"	1128	4589872	24.6
	"2009"	"2009"	"South Dakota"	"46"	202	807067	25.0
	"2009"	"2009"	"Tennessee"	"47"	1759	6306019	27.9
	"2009"	"2009"	"Texas"	"48"	4873	24801761	19.6
	"2009"	"2009"	"Utah"	"49"	463	2723421	17.0
	"2009"	"2009"	"Vermont"	"50"	143	624817	22.9
	"2009"	"2009"	"Virginia"	"51"	1560	7925937	19.7
	"2009"	"2009"	"Washington"	"53"	1554	6667426	23.3
	"2009"	"2009"	"West Virginia"	"54"	746	1847775	40.4
	"2009"	"2009"	"Wisconsin"	"55"	1110	5669264	19.6
	"2009"	"2009"	"Wyoming"	"56"	105	559851	18.8
	"2010"	"2010"	"Alabama"	"01"	1302	4779736	27.2
	"2010"	"2010"	"Alaska"	"02"	86	710231	12.1
	"2010"	"2010"	"Arizona"	"04"	1389	6392017	21.7
	"2010"	"2010"	"Arkansas"	"05"	850	2915918	29.2
	"2010"	"2010"	"California"	"06"	7061	37253956	19.0
	"2010"	"2010"	"Colorado"	"08"	721	5029196	14.3
	"2010"	"2010"	"Connecticut"	"09"	662	3574097	18.5
	"2010"	"2010"	"Delaware"	"10"	196	897934	21.8
	"2010"	"2010"	"District of Columbia"	"11"	145	601723	24.1
	"2010"	"2010"	"Florida"	"12"	5024	18801310	26.7
	"2010"	"2010"	"Georgia"	"13"	1996	9687653	20.6
	"2010"	"2010"	"Hawaii"	"15"	272	1360301	20.0
	"2010"	"2010"	"Idaho"	"16"	353	1567582	22.5
	"2010"	"2010"	"Illinois"	"17"	2507	12830632	19.5
	"2010"	"2010"	"Indiana"	"18"	1587	6483802	24.5
	"2010"	"2010"	"Iowa"	"19"	733	3046355	24.1
	"2010"	"2010"	"Kansas"	"20"	655	2853118	23.0
	"2010"	"2010"	"Kentucky"	"21"	1212	4339367	27.9
	"2010"	"2010"	"Louisiana"	"22"	1205	4533372	26.6
	"2010"	"2010"	"Maine"	"23"	376	1328361	28.3
	"2010"	"2010"	"Maryland"	"24"	1191	5773552	20.6
	"2010"	"2010"	"Massachusetts"	"25"	1028	6547629	15.7
	"2010"	"2010"	"Michigan"	"26"	2697	9883640	27.3
	"2010"	"2010"	"Minnesota"	"27"	1037	5303925	19.6
	"2010"	"2010"	"Mississippi"	"28"	926	2967297	31.2
	"2010"	"2010"	"Missouri"	"29"	1425	5988927	23.8
	"2010"	"2010"	"Montana"	"30"	227	989415	22.9
	"2010"	"2010"	"Nebraska"	"31"	452	1826341	24.7
	"2010"	"2010"	"Nevada"	"32"	350	2700551	13.0
	"2010"	"2010"	"New Hampshire"	"33"	236	1316470	17.9
	"2010"	"2010"	"New Jersey"	"34"	2098	8791894	23.9
	"2010"	"2010"	"New Mexico"	"35"	643	2059179	31.2
	"2010"	"2010"	"New York"	"36"	3642	19378102	18.8
	"2010"	"2010"	"North Carolina"	"37"	2042	9535483	21.4
	"2010"	"2010"	"North Dakota"	"38"	192	672591	28.5
	"2010"	"2010"	"Ohio"	"39"	3470	11536504	30.1
	"2010"	"2010"	"Oklahoma"	"40"	1089	3751351	29.0
	"2010"	"2010"	"Oregon"	"41"	1052	3831074	27.5
	"2010"	"2010"	"Pennsylvania"	"42"	3242	12702379	25.5
	"2010"	"2010"	"Rhode Island"	"44"	211	1052567	20.0
	"2010"	"2010"	"South Carolina"	"45"	1128	4625364	24.4
	"2010"	"2010"	"South Dakota"	"46"	240	814180	29.5
	"2010"	"2010"	"Tennessee"	"47"	1687	6346105	26.6
	"2010"	"2010"	"Texas"	"48"	4744	25145561	18.9
	"2010"	"2010"	"Utah"	"49"	471	2763885	17.0
	"2010"	"2010"	"Vermont"	"50"	151	625741	24.1
	"2010"	"2010"	"Virginia"	"51"	1530	8001024	19.1
	"2010"	"2010"	"Washington"	"53"	1499	6724540	22.3
	"2010"	"2010"	"West Virginia"	"54"	776	1852994	41.9
	"2010"	"2010"	"Wisconsin"	"55"	1158	5686986	20.4
	"2010"	"2010"	"Wyoming"	"56"	105	563626	18.6
	"2011"	"2011"	"Alabama"	"01"	1278	4802740	26.6
	"2011"	"2011"	"Alaska"	"02"	107	722718	14.8
	"2011"	"2011"	"Arizona"	"04"	1740	6482505	26.8
	"2011"	"2011"	"Arkansas"	"05"	908	2937979	30.9
	"2011"	"2011"	"California"	"06"	7695	37691912	20.4
	"2011"	"2011"	"Colorado"	"08"	790	5116796	15.4
	"2011"	"2011"	"Connecticut"	"09"	692	3580709	19.3
	"2011"	"2011"	"Delaware"	"10"	224	907135	24.7
	"2011"	"2011"	"District of Columbia"	"11"	152	617996	24.6
	"2011"	"2011"	"Florida"	"12"	5093	19057542	26.7
	"2011"	"2011"	"Georgia"	"13"	2121	9815210	21.6
	"2011"	"2011"	"Hawaii"	"15"	264	1374810	19.2
	"2011"	"2011"	"Idaho"	"16"	393	1584985	24.8
	"2011"	"2011"	"Illinois"	"17"	2693	12869257	20.9
	"2011"	"2011"	"Indiana"	"18"	1808	6516922	27.7
	"2011"	"2011"	"Iowa"	"19"	770	3062309	25.1
	"2011"	"2011"	"Kansas"	"20"	711	2871238	24.8
	"2011"	"2011"	"Kentucky"	"21"	1268	4369356	29.0
	"2011"	"2011"	"Louisiana"	"22"	1265	4574836	27.7
	"2011"	"2011"	"Maine"	"23"	353	1328188	26.6
	"2011"	"2011"	"Maryland"	"24"	1297	5828289	22.3
	"2011"	"2011"	"Massachusetts"	"25"	1140	6587536	17.3
	"2011"	"2011"	"Michigan"	"26"	2811	9876187	28.5
	"2011"	"2011"	"Minnesota"	"27"	1189	5344861	22.2
	"2011"	"2011"	"Mississippi"	"28"	996	2978512	33.4
	"2011"	"2011"	"Missouri"	"29"	1438	6010688	23.9
	"2011"	"2011"	"Montana"	"30"	252	998199	25.2
	"2011"	"2011"	"Nebraska"	"31"	460	1842641	25.0
	"2011"	"2011"	"Nevada"	"32"	400	2723322	14.7
	"2011"	"2011"	"New Hampshire"	"33"	280	1318194	21.2
	"2011"	"2011"	"New Jersey"	"34"	2222	8821155	25.2
	"2011"	"2011"	"New Mexico"	"35"	612	2082224	29.4
	"2011"	"2011"	"New York"	"36"	3988	19465197	20.5
	"2011"	"2011"	"North Carolina"	"37"	2278	9656401	23.6
	"2011"	"2011"	"North Dakota"	"38"	207	683932	30.3
	"2011"	"2011"	"Ohio"	"39"	3668	11544951	31.8
	"2011"	"2011"	"Oklahoma"	"40"	1221	3791508	32.2
	"2011"	"2011"	"Oregon"	"41"	1113	3871859	28.7
	"2011"	"2011"	"Pennsylvania"	"42"	3462	12742886	27.2
	"2011"	"2011"	"Rhode Island"	"44"	180	1051302	17.1
	"2011"	"2011"	"South Carolina"	"45"	1090	4679230	23.3
	"2011"	"2011"	"South Dakota"	"46"	263	824082	31.9
	"2011"	"2011"	"Tennessee"	"47"	1748	6403353	27.3
	"2011"	"2011"	"Texas"	"48"	5091	25674681	19.8
	"2011"	"2011"	"Utah"	"49"	561	2817222	19.9
	"2011"	"2011"	"Vermont"	"50"	168	626431	26.8
	"2011"	"2011"	"Virginia"	"51"	1643	8096604	20.3
	"2011"	"2011"	"Washington"	"53"	1633	6830038	23.9
	"2011"	"2011"	"West Virginia"	"54"	790	1855364	42.6
	"2011"	"2011"	"Wisconsin"	"55"	1197	5711767	21.0
	"2011"	"2011"	"Wyoming"	"56"	108	568158	19.0
	"2012"	"2012"	"Alabama"	"01"	1300	4822023	27.0
	"2012"	"2012"	"Alaska"	"02"	107	731449	14.6
	"2012"	"2012"	"Arizona"	"04"	1736	6553255	26.5
	"2012"	"2012"	"Arkansas"	"05"	833	2949131	28.2
	"2012"	"2012"	"California"	"06"	7895	38041430	20.8
	"2012"	"2012"	"Colorado"	"08"	797	5187582	15.4
	"2012"	"2012"	"Connecticut"	"09"	631	3590347	17.6
	"2012"	"2012"	"Delaware"	"10"	241	917092	26.3
	"2012"	"2012"	"District of Columbia"	"11"	145	632323	22.9
	"2012"	"2012"	"Florida"	"12"	5092	19317568	26.4
	"2012"	"2012"	"Georgia"	"13"	2088	9919945	21.0
	"2012"	"2012"	"Hawaii"	"15"	277	1392313	19.9
	"2012"	"2012"	"Idaho"	"16"	371	1595728	23.2
	"2012"	"2012"	"Illinois"	"17"	2706	12875255	21.0
	"2012"	"2012"	"Indiana"	"18"	1860	6537334	28.5
	"2012"	"2012"	"Iowa"	"19"	692	3074186	22.5
	"2012"	"2012"	"Kansas"	"20"	639	2885905	22.1
	"2012"	"2012"	"Kentucky"	"21"	1256	4380415	28.7
	"2012"	"2012"	"Louisiana"	"22"	1290	4601893	28.0
	"2012"	"2012"	"Maine"	"23"	380	1329192	28.6
	"2012"	"2012"	"Maryland"	"24"	1218	5884563	20.7
	"2012"	"2012"	"Massachusetts"	"25"	1099	6646144	16.5
	"2012"	"2012"	"Michigan"	"26"	2685	9883360	27.2
	"2012"	"2012"	"Minnesota"	"27"	1165	5379139	21.7
	"2012"	"2012"	"Mississippi"	"28"	1050	2984926	35.2
	"2012"	"2012"	"Missouri"	"29"	1377	6021988	22.9
	"2012"	"2012"	"Montana"	"30"	233	1005141	23.2
	"2012"	"2012"	"Nebraska"	"31"	442	1855525	23.8
	"2012"	"2012"	"Nevada"	"32"	438	2758931	15.9
	"2012"	"2012"	"New Hampshire"	"33"	275	1320718	20.8
	"2012"	"2012"	"New Jersey"	"34"	1988	8864590	22.4
	"2012"	"2012"	"New Mexico"	"35"	652	2085538	31.3
	"2012"	"2012"	"New York"	"36"	4010	19570261	20.5
	"2012"	"2012"	"North Carolina"	"37"	2409	9752073	24.7
	"2012"	"2012"	"North Dakota"	"38"	185	699628	26.4
	"2012"	"2012"	"Ohio"	"39"	3618	11544225	31.3
	"2012"	"2012"	"Oklahoma"	"40"	1201	3814820	31.5
	"2012"	"2012"	"Oregon"	"41"	1126	3899353	28.9
	"2012"	"2012"	"Pennsylvania"	"42"	3735	12763536	29.3
	"2012"	"2012"	"Rhode Island"	"44"	198	1050292	18.9
	"2012"	"2012"	"South Carolina"	"45"	1197	4723723	25.3
	"2012"	"2012"	"South Dakota"	"46"	218	833354	26.2
	"2012"	"2012"	"Tennessee"	"47"	1852	6456243	28.7
	"2012"	"2012"	"Texas"	"48"	5136	26059203	19.7
	"2012"	"2012"	"Utah"	"49"	541	2855287	18.9
	"2012"	"2012"	"Vermont"	"50"	168	626011	26.8
	"2012"	"2012"	"Virginia"	"51"	1603	8185867	19.6
	"2012"	"2012"	"Washington"	"53"	1650	6897012	23.9
	"2012"	"2012"	"West Virginia"	"54"	741	1855413	39.9
	"2012"	"2012"	"Wisconsin"	"55"	1289	5726398	22.5
	"2012"	"2012"	"Wyoming"	"56"	97	576412	16.8
	"2013"	"2013"	"Alabama"	"01"	1349	4833722	27.9
	"2013"	"2013"	"Alaska"	"02"	112	735132	15.2
	"2013"	"2013"	"Arizona"	"04"	1786	6626624	27.0
	"2013"	"2013"	"Arkansas"	"05"	835	2959373	28.2
	"2013"	"2013"	"California"	"06"	8057	38332521	21.0
	"2013"	"2013"	"Colorado"	"08"	788	5268367	15.0
	"2013"	"2013"	"Connecticut"	"09"	664	3596080	18.5
	"2013"	"2013"	"Delaware"	"10"	218	925749	23.5
	"2013"	"2013"	"District of Columbia"	"11"	108	646449	16.7
	"2013"	"2013"	"Florida"	"12"	5238	19552860	26.8
	"2013"	"2013"	"Georgia"	"13"	2199	9992167	22.0
	"2013"	"2013"	"Hawaii"	"15"	271	1404054	19.3
	"2013"	"2013"	"Idaho"	"16"	404	1612136	25.1
	"2013"	"2013"	"Illinois"	"17"	2798	12882135	21.7
	"2013"	"2013"	"Indiana"	"18"	1943	6570902	29.6
	"2013"	"2013"	"Iowa"	"19"	747	3090416	24.2
	"2013"	"2013"	"Kansas"	"20"	654	2893957	22.6
	"2013"	"2013"	"Kentucky"	"21"	1187	4395295	27.0
	"2013"	"2013"	"Louisiana"	"22"	1329	4625470	28.7
	"2013"	"2013"	"Maine"	"23"	373	1328302	28.1
	"2013"	"2013"	"Maryland"	"24"	1249	5928814	21.1
	"2013"	"2013"	"Massachusetts"	"25"	1142	6692824	17.1
	"2013"	"2013"	"Michigan"	"26"	2825	9895622	28.5
	"2013"	"2013"	"Minnesota"	"27"	1163	5420380	21.5
	"2013"	"2013"	"Mississippi"	"28"	1071	2991207	35.8
	"2013"	"2013"	"Missouri"	"29"	1477	6044171	24.4
	"2013"	"2013"	"Montana"	"30"	250	1015165	24.6
	"2013"	"2013"	"Nebraska"	"31"	471	1868516	25.2
	"2013"	"2013"	"Nevada"	"32"	424	2790136	15.2
	"2013"	"2013"	"New Hampshire"	"33"	310	1323459	23.4
	"2013"	"2013"	"New Jersey"	"34"	2043	8899339	23.0
	"2013"	"2013"	"New Mexico"	"35"	646	2085287	31.0
	"2013"	"2013"	"New York"	"36"	4094	19651127	20.8
	"2013"	"2013"	"North Carolina"	"37"	2402	9848060	24.4
	"2013"	"2013"	"North Dakota"	"38"	197	723393	27.2
	"2013"	"2013"	"Ohio"	"39"	3563	11570808	30.8
	"2013"	"2013"	"Oklahoma"	"40"	1269	3850568	33.0
	"2013"	"2013"	"Oregon"	"41"	1109	3930065	28.2
	"2013"	"2013"	"Pennsylvania"	"42"	3804	12773801	29.8
	"2013"	"2013"	"Rhode Island"	"44"	258	1051511	24.5
	"2013"	"2013"	"South Carolina"	"45"	1240	4774839	26.0
	"2013"	"2013"	"South Dakota"	"46"	237	844877	28.1
	"2013"	"2013"	"Tennessee"	"47"	1827	6495978	28.1
	"2013"	"2013"	"Texas"	"48"	5273	26448193	19.9
	"2013"	"2013"	"Utah"	"49"	578	2900872	19.9
	"2013"	"2013"	"Vermont"	"50"	139	626630	22.2
	"2013"	"2013"	"Virginia"	"51"	1626	8260405	19.7
	"2013"	"2013"	"Washington"	"53"	1616	6971406	23.2
	"2013"	"2013"	"West Virginia"	"54"	841	1854304	45.4
	"2013"	"2013"	"Wisconsin"	"55"	1285	5742713	22.4
	"2013"	"2013"	"Wyoming"	"56"	89	582658	15.3
	"2014"	"2014"	"Alabama"	"01"	1281	4849377	26.4
	"2014"	"2014"	"Alaska"	"02"	113	736732	15.3
	"2014"	"2014"	"Arizona"	"04"	1936	6731484	28.8
	"2014"	"2014"	"Arkansas"	"05"	828	2966369	27.9
	"2014"	"2014"	"California"	"06"	8249	38802500	21.3
	"2014"	"2014"	"Colorado"	"08"	835	5355866	15.6
	"2014"	"2014"	"Connecticut"	"09"	685	3596677	19.0
	"2014"	"2014"	"Delaware"	"10"	226	935614	24.2
	"2014"	"2014"	"District of Columbia"	"11"	119	658893	18.1
	"2014"	"2014"	"Florida"	"12"	5371	19893297	27.0
	"2014"	"2014"	"Georgia"	"13"	2230	10097343	22.1
	"2014"	"2014"	"Hawaii"	"15"	276	1419561	19.4
	"2014"	"2014"	"Idaho"	"16"	409	1634464	25.0
	"2014"	"2014"	"Illinois"	"17"	2712	12880580	21.1
	"2014"	"2014"	"Indiana"	"18"	1819	6596855	27.6
	"2014"	"2014"	"Iowa"	"19"	1019	3107126	32.8
	"2014"	"2014"	"Kansas"	"20"	643	2904021	22.1
	"2014"	"2014"	"Kentucky"	"21"	1175	4413457	26.6
	"2014"	"2014"	"Louisiana"	"22"	1238	4649676	26.6
	"2014"	"2014"	"Maine"	"23"	414	1330089	31.1
	"2014"	"2014"	"Maryland"	"24"	1305	5976407	21.8
	"2014"	"2014"	"Massachusetts"	"25"	1202	6745408	17.8
	"2014"	"2014"	"Michigan"	"26"	2844	9909877	28.7
	"2014"	"2014"	"Minnesota"	"27"	1193	5457173	21.9
	"2014"	"2014"	"Mississippi"	"28"	1015	2994079	33.9
	"2014"	"2014"	"Missouri"	"29"	1423	6063589	23.5
	"2014"	"2014"	"Montana"	"30"	250	1023579	24.4
	"2014"	"2014"	"Nebraska"	"31"	473	1881503	25.1
	"2014"	"2014"	"Nevada"	"32"	350	2839099	12.3
	"2014"	"2014"	"New Hampshire"	"33"	300	1326813	22.6
	"2014"	"2014"	"New Jersey"	"34"	2062	8938175	23.1
	"2014"	"2014"	"New Mexico"	"35"	671	2085572	32.2
	"2014"	"2014"	"New York"	"36"	4064	19746227	20.6
	"2014"	"2014"	"North Carolina"	"37"	2687	9943964	27.0
	"2014"	"2014"	"North Dakota"	"38"	176	739482	23.8
	"2014"	"2014"	"Ohio"	"39"	3641	11594163	31.4
	"2014"	"2014"	"Oklahoma"	"40"	1261	3878051	32.5
	"2014"	"2014"	"Oregon"	"41"	1083	3970239	27.3
	"2014"	"2014"	"Pennsylvania"	"42"	3765	12787209	29.4
	"2014"	"2014"	"Rhode Island"	"44"	252	1055173	23.9
	"2014"	"2014"	"South Carolina"	"45"	1239	4832482	25.6
	"2014"	"2014"	"South Dakota"	"46"	224	853175	26.3
	"2014"	"2014"	"Tennessee"	"47"	1727	6549352	26.4
	"2014"	"2014"	"Texas"	"48"	5348	26956958	19.8
	"2014"	"2014"	"Utah"	"49"	570	2942902	19.4
	"2014"	"2014"	"Vermont"	"50"	154	626562	24.6
	"2014"	"2014"	"Virginia"	"51"	1683	8326289	20.2
	"2014"	"2014"	"Washington"	"53"	1668	7061530	23.6
	"2014"	"2014"	"West Virginia"	"54"	818	1850326	44.2
	"2014"	"2014"	"Wisconsin"	"55"	1352	5757564	23.5
	"2014"	"2014"	"Wyoming"	"56"	110	584153	18.8
	"2015"	"2015"	"Alabama"	"01"	1255	4858979	25.8
	"2015"	"2015"	"Alaska"	"02"	142	738432	19.2
	"2015"	"2015"	"Arizona"	"04"	2081	6828065	30.5
	"2015"	"2015"	"Arkansas"	"05"	886	2978204	29.7
	"2015"	"2015"	"California"	"06"	8845	39144818	22.6
	"2015"	"2015"	"Colorado"	"08"	887	5456574	16.3
	"2015"	"2015"	"Connecticut"	"09"	653	3590886	18.2
	"2015"	"2015"	"Delaware"	"10"	215	945934	22.7
	"2015"	"2015"	"District of Columbia"	"11"	162	672228	24.1
	"2015"	"2015"	"Florida"	"12"	5403	20271272	26.7
	"2015"	"2015"	"Georgia"	"13"	2210	10214860	21.6
	"2015"	"2015"	"Hawaii"	"15"	263	1431603	18.4
	"2015"	"2015"	"Idaho"	"16"	403	1654930	24.4
	"2015"	"2015"	"Illinois"	"17"	2817	12859995	21.9
	"2015"	"2015"	"Indiana"	"18"	2030	6619680	30.7
	"2015"	"2015"	"Iowa"	"19"	1077	3123899	34.5
	"2015"	"2015"	"Kansas"	"20"	684	2911641	23.5
	"2015"	"2015"	"Kentucky"	"21"	1458	4425092	32.9
	"2015"	"2015"	"Louisiana"	"22"	1199	4670724	25.7
	"2015"	"2015"	"Maine"	"23"	407	1329328	30.6
	"2015"	"2015"	"Maryland"	"24"	1243	6006401	20.7
	"2015"	"2015"	"Massachusetts"	"25"	1398	6794422	20.6
	"2015"	"2015"	"Michigan"	"26"	2751	9922576	27.7
	"2015"	"2015"	"Minnesota"	"27"	1221	5489594	22.2
	"2015"	"2015"	"Mississippi"	"28"	1092	2992333	36.5
	"2015"	"2015"	"Missouri"	"29"	1468	6083672	24.1
	"2015"	"2015"	"Montana"	"30"	321	1032949	31.1
	"2015"	"2015"	"Nebraska"	"31"	553	1896190	29.2
	"2015"	"2015"	"Nevada"	"32"	420	2890845	14.5
	"2015"	"2015"	"New Hampshire"	"33"	308	1330608	23.1
	"2015"	"2015"	"New Jersey"	"34"	1933	8958013	21.6
	"2015"	"2015"	"New Mexico"	"35"	608	2085109	29.2
	"2015"	"2015"	"New York"	"36"	4045	19795791	20.4
